first,last,cc_num,category,category_spent,category_rewards,reward_efficiency,total_spent,total_rewards
Dylan,Garcia,3592931352252641,shopping_net,4706.33,14118.99,3.0,17454.41,37788.590000000004
Dylan,Garcia,3592931352252641,shopping_pos,2496.8700000000003,4993.740000000001,2.0,17454.41,37788.590000000004
Dylan,Garcia,3592931352252641,travel,56.68,340.08,6.0,17454.41,37788.590000000004
Eddie,Mendez,4642894980163,entertainment,1086.0,5430.0,5.0,25083.31,53647.44
Eddie,Mendez,4642894980163,gas_transport,2924.17,11696.68,4.0,25083.31,53647.44
Eddie,Mendez,4642894980163,grocery_pos,1885.23,5655.69,2.9999999999999996,25083.31,53647.44
Eddie,Mendez,4642894980163,misc_net,931.47,1862.94,2.0,25083.31,53647.44
Eddie,Mendez,4642894980163,misc_pos,420.12,420.12,1.0,25083.31,53647.44
Eddie,Mendez,4642894980163,shopping_net,4499.55,13498.65,3.0,25083.31,53647.44
Eddie,Mendez,4642894980163,shopping_pos,3017.62,6035.24,2.0,25083.31,53647.44
Eddie,Mendez,4642894980163,travel,1508.02,9048.12,6.000000000000001,25083.31,53647.44
Edward,Hensley,676275912597,entertainment,423.82,2119.1,5.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,gas_transport,220.06,880.24,4.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,grocery_pos,374.43,1123.29,3.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,misc_net,183.67000000000002,367.34000000000003,2.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,misc_pos,274.98,274.98,1.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,shopping_net,481.53000000000003,1444.5900000000001,3.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,shopping_pos,677.52,1355.04,2.0,7467.610000000001,22477.82
Edward,Hensley,676275912597,travel,2485.54,14913.24,6.0,7467.610000000001,22477.82
Edward,Sanchez,38859492057661,entertainment,510.48,2552.4,5.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,gas_transport,516.21,2064.84,4.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,grocery_pos,418.5,1255.5,3.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,misc_net,137.11,274.22,2.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,misc_pos,32.51,32.51,1.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,shopping_net,33.41,100.22999999999999,3.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,shopping_pos,45.14,90.28,2.0,3573.4,6404.780000000001
Edward,Sanchez,38859492057661,travel,5.8,34.8,6.0,3573.4,6404.780000000001
Edward,Tapia,4147608975828480,entertainment,1144.35,5721.75,5.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,gas_transport,3034.91,12139.64,4.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,grocery_pos,2844.67,8534.01,3.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,misc_net,1064.53,2129.06,2.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,misc_pos,619.9,619.9,1.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,shopping_net,2237.3,6711.900000000001,3.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,shopping_pos,2044.1200000000001,4088.2400000000002,2.0,23450.64,54825.880000000005
Edward,Tapia,4147608975828480,travel,2480.23,14881.380000000001,6.0,23450.64,54825.880000000005
Elizabeth,Glover,4497451418073897078,entertainment,835.46,4177.3,5.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,gas_transport,576.45,2305.8,4.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,grocery_pos,2456.85,7370.55,3.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,misc_net,1270.3700000000001,2540.7400000000002,2.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,misc_pos,803.02,803.02,1.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,shopping_net,1164.3799999999999,3493.14,3.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,shopping_pos,1892.21,3784.42,2.0,14856.48,24520.39
Elizabeth,Glover,4497451418073897078,travel,7.57,45.42,6.0,14856.48,24520.39
Elizabeth,Maxwell,4873783502705038,entertainment,2199.69,10998.45,5.0,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,gas_transport,351.42,1405.68,4.0,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,grocery_pos,8188.1,24564.3,2.9999999999999996,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,misc_net,2613.04,5226.08,2.0,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,misc_pos,1642.15,1642.15,1.0,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,shopping_net,1496.75,4490.25,3.0,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,shopping_pos,4071.54,8143.08,2.0,30381.71,56755.77
Elizabeth,Maxwell,4873783502705038,travel,47.629999999999995,285.78,6.0,30381.71,56755.77
Elizabeth,Mckee,4725837176265195730,entertainment,201.93,1009.65,5.0,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,gas_transport,306.99,1227.96,4.0,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,grocery_pos,2047.54,6142.62,3.0,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,misc_net,186.17000000000002,372.34000000000003,2.0,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,misc_pos,448.75,448.75,1.0,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,shopping_net,235.56,706.68,2.9999999999999996,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,shopping_pos,466.03,932.06,2.0,6654.55,10889.380000000001
Elizabeth,Mckee,4725837176265195730,travel,8.22,49.32,6.0,6654.55,10889.380000000001
Elizabeth,Payne,4862293128558,entertainment,1650.55,8252.75,5.0,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,gas_transport,2059.55,8238.2,4.0,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,grocery_pos,2956.4700000000003,8869.41,2.9999999999999996,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,misc_net,1209.25,2418.5,2.0,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,misc_pos,434.23,434.23,1.0,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,shopping_net,906.5400000000001,2719.62,2.9999999999999996,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,shopping_pos,448.34999999999997,896.6999999999999,2.0,15559.04,32209.510000000002
Elizabeth,Payne,4862293128558,travel,63.35,380.09999999999997,5.999999999999999,15559.04,32209.510000000002
Ellen,Carrillo,676314217768,entertainment,459.07,2295.35,5.0,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,gas_transport,157.61,630.44,4.0,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,grocery_pos,1668.3899999999999,5005.17,3.0000000000000004,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,misc_net,419.78999999999996,839.5799999999999,2.0,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,misc_pos,679.0899999999999,679.0899999999999,1.0,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,shopping_net,392.52,1177.56,3.0,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,shopping_pos,838.4000000000001,1676.8000000000002,2.0,7621.139999999999,12388.83
Ellen,Carrillo,676314217768,travel,14.14,84.84,6.0,7621.139999999999,12388.83
Ellen,Smith,675945690716,entertainment,1092.91,5464.55,5.0,13767.6,27737.16
Ellen,Smith,675945690716,gas_transport,1477.13,5908.52,4.0,13767.6,27737.16
Ellen,Smith,675945690716,grocery_pos,428.01,1284.03,3.0,13767.6,27737.16
Ellen,Smith,675945690716,misc_net,708.6600000000001,1417.3200000000002,2.0,13767.6,27737.16
Ellen,Smith,675945690716,misc_pos,355.25,355.25,1.0,13767.6,27737.16
Ellen,Smith,675945690716,shopping_net,2562.69,7688.07,3.0,13767.6,27737.16
Ellen,Smith,675945690716,shopping_pos,2677.5,5355.0,2.0,13767.6,27737.16
Ellen,Smith,675945690716,travel,44.07,264.42,6.0,13767.6,27737.16
Emily,Hall,6011542681743618,entertainment,396.08,1980.4,5.0,21050.52,40263.6
Emily,Hall,6011542681743618,gas_transport,2921.2599999999998,11685.039999999999,4.0,21050.52,40263.6
Emily,Hall,6011542681743618,grocery_pos,2914.1,8742.300000000001,3.0000000000000004,21050.52,40263.6
Emily,Hall,6011542681743618,misc_net,1552.01,3104.02,2.0,21050.52,40263.6
Emily,Hall,6011542681743618,misc_pos,2751.3199999999997,2751.3199999999997,1.0,21050.52,40263.6
Emily,Hall,6011542681743618,shopping_net,2863.54,8590.62,3.0000000000000004,21050.52,40263.6
Emily,Hall,6011542681743618,shopping_pos,1651.1299999999999,3302.2599999999998,2.0,21050.52,40263.6
Emily,Hall,6011542681743618,travel,17.939999999999998,107.64,6.000000000000001,21050.52,40263.6
Eric,Patel,4806443445305,entertainment,299.38,1496.9,5.0,11900.6,28900.53
Eric,Patel,4806443445305,gas_transport,513.12,2052.48,4.0,11900.6,28900.53
Eric,Patel,4806443445305,grocery_pos,1454.73,4364.19,2.9999999999999996,11900.6,28900.53
Eric,Patel,4806443445305,misc_net,2589.04,5178.08,2.0,11900.6,28900.53
Eric,Patel,4806443445305,misc_pos,231.38,231.38,1.0,11900.6,28900.53
Eric,Patel,4806443445305,shopping_net,5135.96,15407.88,3.0,11900.6,28900.53
Eric,Patel,4806443445305,shopping_pos,25.68,51.36,2.0,11900.6,28900.53
Eric,Patel,4806443445305,travel,19.71,118.26,6.0,11900.6,28900.53
Eric,Preston,4079773899158,entertainment,1006.78,5033.9,5.0,18910.51,42629.51
Eric,Preston,4079773899158,gas_transport,3233.91,12935.64,4.0,18910.51,42629.51
Eric,Preston,4079773899158,grocery_pos,4700.49,14101.47,3.0,18910.51,42629.51
Eric,Preston,4079773899158,misc_net,365.21,730.42,2.0,18910.51,42629.51
Eric,Preston,4079773899158,misc_pos,738.86,738.86,1.0,18910.51,42629.51
Eric,Preston,4079773899158,shopping_net,2485.62,7456.860000000001,3.0000000000000004,18910.51,42629.51
Eric,Preston,4079773899158,shopping_pos,548.46,1096.92,2.0,18910.51,42629.51
Eric,Preston,4079773899158,travel,89.24000000000001,535.44,6.0,18910.51,42629.51
Erica,Briggs,4797297220948468262,entertainment,829.14,4145.7,5.0,19488.14,35542.7
Erica,Briggs,4797297220948468262,gas_transport,2915.74,11662.96,4.0,19488.14,35542.7
Erica,Briggs,4797297220948468262,grocery_pos,3357.5099999999998,10072.53,3.0000000000000004,19488.14,35542.7
Erica,Briggs,4797297220948468262,misc_net,1116.4399999999998,2232.8799999999997,2.0,19488.14,35542.7
Erica,Briggs,4797297220948468262,misc_pos,1590.71,1590.71,1.0,19488.14,35542.7
Erica,Briggs,4797297220948468262,shopping_net,257.98,773.9399999999999,2.9999999999999996,19488.14,35542.7
Erica,Briggs,4797297220948468262,shopping_pos,2332.88,4665.76,2.0,19488.14,35542.7
Erica,Briggs,4797297220948468262,travel,66.37,398.22,6.0,19488.14,35542.7
Erica,Walker,180046165512893,entertainment,879.23,4396.15,4.999999999999999,10608.85,20611.23
Erica,Walker,180046165512893,gas_transport,1731.44,6925.76,4.0,10608.85,20611.23
Erica,Walker,180046165512893,grocery_pos,1959.1399999999999,5877.42,3.0000000000000004,10608.85,20611.23
Erica,Walker,180046165512893,misc_net,599.48,1198.96,2.0,10608.85,20611.23
Erica,Walker,180046165512893,misc_pos,522.28,522.28,1.0,10608.85,20611.23
Erica,Walker,180046165512893,shopping_net,489.9800000000001,1469.94,2.9999999999999996,10608.85,20611.23
Erica,Walker,180046165512893,shopping_pos,40.4,80.8,2.0,10608.85,20611.23
Erica,Walker,180046165512893,travel,23.32,139.92,5.999999999999999,10608.85,20611.23
Erik,Patterson,30263540414123,entertainment,776.41,3882.05,5.0,13912.63,26570.45
Erik,Patterson,30263540414123,gas_transport,2035.69,8142.76,4.0,13912.63,26570.45
Erik,Patterson,30263540414123,grocery_pos,2456.81,7370.429999999999,3.0,13912.63,26570.45
Erik,Patterson,30263540414123,misc_net,1667.58,3335.16,2.0,13912.63,26570.45
Erik,Patterson,30263540414123,misc_pos,104.17,104.17,1.0,13912.63,26570.45
Erik,Patterson,30263540414123,shopping_net,512.7,1538.1,2.9999999999999996,13912.63,26570.45
Erik,Patterson,30263540414123,shopping_pos,916.19,1832.38,2.0,13912.63,26570.45
Erik,Patterson,30263540414123,travel,60.900000000000006,365.40000000000003,6.0,13912.63,26570.45
Erik,Stevens,36153880429415,entertainment,727.5699999999999,3637.85,5.0,13214.98,17846.37
Erik,Stevens,36153880429415,gas_transport,1192.02,4768.08,4.0,13214.98,17846.37
Erik,Stevens,36153880429415,grocery_pos,1244.55,3733.65,3.0,13214.98,17846.37
Erik,Stevens,36153880429415,misc_net,823.29,1646.58,2.0,13214.98,17846.37
Erik,Stevens,36153880429415,misc_pos,2374.4700000000003,2374.4700000000003,1.0,13214.98,17846.37
Erik,Stevens,36153880429415,shopping_net,437.4,1312.2,3.0000000000000004,13214.98,17846.37
Erik,Stevens,36153880429415,shopping_pos,99.74,199.48,2.0,13214.98,17846.37
Erik,Stevens,36153880429415,travel,29.01,174.06,6.0,13214.98,17846.37
Erika,Anderson,3551512895305309,entertainment,111.59,557.95,5.0,4134.23,8368.12
Erika,Anderson,3551512895305309,gas_transport,1137.43,4549.72,4.0,4134.23,8368.12
Erika,Anderson,3551512895305309,grocery_pos,559.38,1678.14,3.0,4134.23,8368.12
Erika,Anderson,3551512895305309,misc_pos,16.01,16.01,1.0,4134.23,8368.12
Erika,Anderson,3551512895305309,shopping_net,293.54,880.62,3.0,4134.23,8368.12
Erika,Anderson,3551512895305309,shopping_pos,225.92999999999998,451.85999999999996,2.0,4134.23,8368.12
Erika,Anderson,3551512895305309,travel,38.97,233.82,6.0,4134.23,8368.12
Erika,Gonzalez,4986925034905735,entertainment,327.8,1639.0,5.0,6303.88,8799.41
Erika,Gonzalez,4986925034905735,gas_transport,684.7,2738.8,4.0,6303.88,8799.41
Erika,Gonzalez,4986925034905735,grocery_pos,613.87,1841.61,3.0,6303.88,8799.41
Erika,Gonzalez,4986925034905735,misc_net,193.11,386.22,2.0,6303.88,8799.41
Erika,Gonzalez,4986925034905735,misc_pos,31.22,31.22,1.0,6303.88,8799.41
Erika,Gonzalez,4986925034905735,shopping_net,294.34000000000003,883.02,2.9999999999999996,6303.88,8799.41
Erika,Gonzalez,4986925034905735,shopping_pos,553.9100000000001,1107.8200000000002,2.0,6303.88,8799.41
Erika,Gonzalez,4986925034905735,travel,28.619999999999997,171.72,6.000000000000001,6303.88,8799.41
Erika,Mason,180046617132290,entertainment,320.79,1603.95,5.0,9850.82,15380.33
Erika,Mason,180046617132290,gas_transport,871.58,3486.32,4.0,9850.82,15380.33
Erika,Mason,180046617132290,grocery_pos,1431.15,4293.45,2.9999999999999996,9850.82,15380.33
Erika,Mason,180046617132290,misc_net,335.36,670.72,2.0,9850.82,15380.33
Erika,Mason,180046617132290,misc_pos,259.51,259.51,1.0,9850.82,15380.33
Erika,Mason,180046617132290,shopping_net,1021.12,3063.36,3.0,9850.82,15380.33
Erika,Mason,180046617132290,shopping_pos,914.9,1829.8,2.0,9850.82,15380.33
Erika,Mason,180046617132290,travel,28.87,173.22,6.0,9850.82,15380.33
Erin,Chavez,6011893664860915,entertainment,2738.03,13690.15,4.999999999999999,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,gas_transport,1183.43,4733.72,4.0,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,grocery_pos,10997.36,32992.08,3.0,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,misc_net,1438.75,2877.5,2.0,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,misc_pos,2049.98,2049.98,1.0,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,shopping_net,4020.97,12062.91,3.0,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,shopping_pos,7372.51,14745.02,2.0,51168.46,132866.52000000002
Erin,Chavez,6011893664860915,travel,8285.86,49715.16,6.0,51168.46,132866.52000000002
Felicia,Combs,5154903938030655,entertainment,744.92,3724.6,5.0,6590.94,11943.39
Felicia,Combs,5154903938030655,gas_transport,81.71,326.84,4.0,6590.94,11943.39
Felicia,Combs,5154903938030655,grocery_pos,965.04,2895.12,3.0,6590.94,11943.39
Felicia,Combs,5154903938030655,misc_net,156.28,312.56,2.0,6590.94,11943.39
Felicia,Combs,5154903938030655,misc_pos,126.49,126.49,1.0,6590.94,11943.39
Felicia,Combs,5154903938030655,shopping_net,896.8,2690.4,3.0000000000000004,6590.94,11943.39
Felicia,Combs,5154903938030655,shopping_pos,933.6899999999999,1867.3799999999999,2.0,6590.94,11943.39
Felicia,Mckee,4449530933957323,entertainment,815.91,4079.55,5.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,gas_transport,3428.17,13712.68,4.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,grocery_pos,3158.67,9476.01,3.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,misc_net,1855.47,3710.94,2.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,misc_pos,899.89,899.89,1.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,shopping_net,1403.89,4211.67,3.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,shopping_pos,1158.15,2316.3,2.0,19538.37,38789.42
Felicia,Mckee,4449530933957323,travel,63.730000000000004,382.38,5.999999999999999,19538.37,38789.42
Felicia,Thomas,30446018552504,entertainment,75.39,376.95,5.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,gas_transport,1022.8399999999999,4091.3599999999997,4.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,grocery_pos,182.09,546.27,3.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,misc_net,373.44,746.88,2.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,misc_pos,11.74,11.74,1.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,shopping_net,32.4,97.2,3.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,shopping_pos,86.96,173.92,2.0,3252.5899999999997,6089.2
Felicia,Thomas,30446018552504,travel,7.48,44.879999999999995,5.999999999999999,3252.5899999999997,6089.2
Francisco,Hernandez,4756039869079882102,entertainment,426.3,2131.5,5.0,4693.01,8636.38
Francisco,Hernandez,4756039869079882102,gas_transport,582.62,2330.48,4.0,4693.01,8636.38
Francisco,Hernandez,4756039869079882102,grocery_pos,798.8,2396.4,3.0000000000000004,4693.01,8636.38
Francisco,Hernandez,4756039869079882102,misc_pos,97.75,97.75,1.0,4693.01,8636.38
Francisco,Hernandez,4756039869079882102,shopping_net,202.09,606.27,3.0,4693.01,8636.38
Francisco,Hernandez,4756039869079882102,shopping_pos,493.90999999999997,987.8199999999999,2.0,4693.01,8636.38
Francisco,Hernandez,4756039869079882102,travel,14.36,86.16,6.0,4693.01,8636.38
Francisco,Kemp,3512365128314616,entertainment,2193.35,10966.75,5.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,gas_transport,1906.7,7626.8,4.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,grocery_pos,2697.67,8093.01,3.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,misc_net,1170.96,2341.92,2.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,misc_pos,1384.73,1384.73,1.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,shopping_net,4995.03,14985.09,3.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,shopping_pos,1926.03,3852.06,2.0,23773.38,49781.06
Francisco,Kemp,3512365128314616,travel,88.45,530.7,6.0,23773.38,49781.06
Frank,Anderson,3501509250702469,entertainment,1499.09,7495.45,5.0,15877.77,22990.38
Frank,Anderson,3501509250702469,gas_transport,1089.99,4359.96,4.0,15877.77,22990.38
Frank,Anderson,3501509250702469,grocery_pos,2136.46,6409.38,3.0,15877.77,22990.38
Frank,Anderson,3501509250702469,misc_net,543.72,1087.44,2.0,15877.77,22990.38
Frank,Anderson,3501509250702469,misc_pos,1626.13,1626.13,1.0,15877.77,22990.38
Frank,Anderson,3501509250702469,shopping_net,455.4,1366.2,3.0000000000000004,15877.77,22990.38
Frank,Anderson,3501509250702469,shopping_pos,117.65,235.3,2.0,15877.77,22990.38
Frank,Anderson,3501509250702469,travel,68.42,410.52,6.0,15877.77,22990.38
Frank,Foster,4481131401752,entertainment,363.83000000000004,1819.15,5.0,8326.56,13696.34
Frank,Foster,4481131401752,gas_transport,1249.01,4996.04,4.0,8326.56,13696.34
Frank,Foster,4481131401752,grocery_pos,1596.99,4790.97,3.0,8326.56,13696.34
Frank,Foster,4481131401752,misc_net,162.3,324.6,2.0,8326.56,13696.34
Frank,Foster,4481131401752,misc_pos,266.84,266.84,1.0,8326.56,13696.34
Frank,Foster,4481131401752,shopping_net,74.48,223.44,3.0,8326.56,13696.34
Frank,Foster,4481131401752,shopping_pos,490.11,980.22,2.0,8326.56,13696.34
Frank,Foster,4481131401752,travel,49.18,295.08,6.0,8326.56,13696.34
Frank,Key,379897244598068,entertainment,981.02,4905.1,5.000000000000001,9694.78,16783.53
Frank,Key,379897244598068,gas_transport,1406.2,5624.8,4.0,9694.78,16783.53
Frank,Key,379897244598068,grocery_pos,1378.55,4135.65,3.0,9694.78,16783.53
Frank,Key,379897244598068,misc_net,2.71,5.42,2.0,9694.78,16783.53
Frank,Key,379897244598068,misc_pos,593.45,593.45,1.0,9694.78,16783.53
Frank,Key,379897244598068,shopping_net,80.57000000000001,241.71,3.0,9694.78,16783.53
Frank,Key,379897244598068,shopping_pos,462.90000000000003,925.8000000000001,2.0,9694.78,16783.53
Frank,Key,379897244598068,travel,58.6,351.6,6.0,9694.78,16783.53
Frederick,Robinson,30510856607165,entertainment,181.93,909.6500000000001,5.0,4790.37,10136.26
Frederick,Robinson,30510856607165,gas_transport,782.25,3129.0,4.0,4790.37,10136.26
Frederick,Robinson,30510856607165,grocery_pos,1281.68,3845.04,3.0,4790.37,10136.26
Frederick,Robinson,30510856607165,misc_net,51.9,103.8,2.0,4790.37,10136.26
Frederick,Robinson,30510856607165,misc_pos,371.68,371.68,1.0,4790.37,10136.26
Frederick,Robinson,30510856607165,shopping_net,331.63,994.89,3.0,4790.37,10136.26
Frederick,Robinson,30510856607165,shopping_pos,304.7,609.4,2.0,4790.37,10136.26
Frederick,Robinson,30510856607165,travel,28.8,172.8,6.0,4790.37,10136.26
Gabriella,Jordan,342360239917375,entertainment,70.72,353.6,5.0,3351.6,6962.139999999999
Gabriella,Jordan,342360239917375,gas_transport,767.28,3069.12,4.0,3351.6,6962.139999999999
Gabriella,Jordan,342360239917375,grocery_pos,992.1700000000001,2976.5099999999998,2.9999999999999996,3351.6,6962.139999999999
Gabriella,Jordan,342360239917375,misc_net,150.48,300.96,2.0,3351.6,6962.139999999999
Gabriella,Jordan,342360239917375,misc_pos,7.49,7.49,1.0,3351.6,6962.139999999999
Gabriella,Jordan,342360239917375,shopping_net,69.72,209.16,3.0,3351.6,6962.139999999999
Gabriella,Jordan,342360239917375,shopping_pos,22.65,45.3,2.0,3351.6,6962.139999999999
Gail,Weaver,4294040533480516,entertainment,869.7,4348.5,5.0,14667.11,29767.43
Gail,Weaver,4294040533480516,gas_transport,2026.26,8105.04,4.0,14667.11,29767.43
Gail,Weaver,4294040533480516,grocery_pos,1794.65,5383.95,2.9999999999999996,14667.11,29767.43
Gail,Weaver,4294040533480516,misc_net,48.43,96.86,2.0,14667.11,29767.43
Gail,Weaver,4294040533480516,misc_pos,1155.2700000000002,1155.2700000000002,1.0,14667.11,29767.43
Gail,Weaver,4294040533480516,shopping_net,2330.79,6992.37,3.0,14667.11,29767.43
Gail,Weaver,4294040533480516,shopping_pos,1747.98,3495.96,2.0,14667.11,29767.43
Gail,Weaver,4294040533480516,travel,31.58,189.48,6.0,14667.11,29767.43
Gary,Barnes,6011492816282597,entertainment,1556.1499999999999,7780.75,5.0,14239.13,24599.52
Gary,Barnes,6011492816282597,gas_transport,1124.74,4498.96,4.0,14239.13,24599.52
Gary,Barnes,6011492816282597,grocery_pos,1196.93,3590.79,3.0,14239.13,24599.52
Gary,Barnes,6011492816282597,misc_net,282.97,565.94,2.0,14239.13,24599.52
Gary,Barnes,6011492816282597,misc_pos,1347.0,1347.0,1.0,14239.13,24599.52
Gary,Barnes,6011492816282597,shopping_net,837.3199999999999,2511.9599999999996,2.9999999999999996,14239.13,24599.52
Gary,Barnes,6011492816282597,shopping_pos,2031.94,4063.88,2.0,14239.13,24599.52
Gary,Barnes,6011492816282597,travel,40.04,240.24,6.0,14239.13,24599.52
Gary,Hall,4254074738931278,entertainment,723.1899999999999,3615.95,5.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,gas_transport,1329.8600000000001,5319.4400000000005,4.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,grocery_pos,2019.09,6057.2699999999995,3.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,misc_net,1265.29,2530.58,2.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,misc_pos,405.34999999999997,405.34999999999997,1.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,shopping_net,68.99,206.97,3.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,shopping_pos,354.7,709.4,2.0,10555.75,19017.579999999998
Gary,Hall,4254074738931278,travel,28.770000000000003,172.62,5.999999999999999,10555.75,19017.579999999998
Gary,Martinez,4364010865167176,entertainment,2187.56,10937.8,5.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,gas_transport,3437.78,13751.12,4.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,grocery_pos,1251.39,3754.17,3.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,misc_net,4067.26,8134.52,2.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,misc_pos,1445.94,1445.94,1.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,shopping_net,3255.98,9767.94,3.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,shopping_pos,1037.73,2075.46,2.0,24063.02,50286.770000000004
Gary,Martinez,4364010865167176,travel,69.97,419.82,6.0,24063.02,50286.770000000004
George,Floyd,630471368021,entertainment,429.39,2146.95,5.0,6974.67,17595.89
George,Floyd,630471368021,gas_transport,358.98,1435.92,4.0,6974.67,17595.89
George,Floyd,630471368021,grocery_pos,1056.26,3168.7799999999997,3.0,6974.67,17595.89
George,Floyd,630471368021,misc_net,213.07,426.14,2.0,6974.67,17595.89
George,Floyd,630471368021,misc_pos,176.28,176.28,1.0,6974.67,17595.89
George,Floyd,630471368021,shopping_net,864.5,2593.5,3.0,6974.67,17595.89
George,Floyd,630471368021,shopping_pos,597.78,1195.56,2.0,6974.67,17595.89
George,Floyd,630471368021,travel,1075.46,6452.76,6.0,6974.67,17595.89
George,Smith,4255397449664185994,entertainment,856.3199999999999,4281.6,5.000000000000001,11979.19,22904.27
George,Smith,4255397449664185994,gas_transport,1286.65,5146.6,4.0,11979.19,22904.27
George,Smith,4255397449664185994,grocery_pos,2535.98,7607.9400000000005,3.0,11979.19,22904.27
George,Smith,4255397449664185994,misc_net,31.25,62.5,2.0,11979.19,22904.27
George,Smith,4255397449664185994,misc_pos,584.23,584.23,1.0,11979.19,22904.27
George,Smith,4255397449664185994,shopping_net,701.28,2103.84,3.0000000000000004,11979.19,22904.27
George,Smith,4255397449664185994,shopping_pos,1450.9,2901.8,2.0,11979.19,22904.27
George,Smith,4255397449664185994,travel,35.96,215.76,6.0,11979.19,22904.27
